tag_name,role,formula,lower_bound,upper_bound,flag_integer,equipment_category,equipment_id,uom,active_flag
DMW_Turbine_C_Steam_cons,parameter,"if([DMW_Turbine_C_Status]==1,[DMW_Turbine_C_Steam],[DMW_Turbine_C_Steam_Regression])",,,,turbine,,-,1
DMW_Turbine_C_Steam_raw,raw_pi_input,,,,,turbine,,KG/ HR,1
DMW_Turbine_C_Steam_warmup,parameter,"if([DMW_Turbine_C_Steam_raw]>100 && [DMW_Turbine_C_Steam_raw]<2500 && [DMW_Turbine_C_Status]==0,[DMW_Turbine_C_Steam_raw]/1000,0)",,,,turbine,,-,1
DMW_Turbines_Running,decision_variable,[DMW_Turbine_A_Status]+[DMW_Turbine_C_Status],"if([Whatif_running]==0,if([DMW_Turbines_Running]==0,0,[DMW_Turbines_Running]-1),0)","if([Whatif_running]==0,[DMW_Turbines_Running],2)",1,turbine,,MT/ HR,1
DSP_BFW_TO_CAUSTIC_DILUTION,raw_pi_input,,,,,bfw_system,,MT/ HR,1
DSP_BFW_TO_EG1,raw_pi_input,,,,,bfw_system,,KG/ HR,1
DSP_BFW_TO_EG2,raw_pi_input,,,,,bfw_system,,MT/ HR,1
DSP_BFW_TO_EG3,parameter,"if([EOEG3_Plant_Status]==0,0,[DSP_BFW_TO_EG3_raw])",,,,bfw_system,,MT/ HR,1
DSP_BFW_TO_EG3_raw,raw_pi_input,,,,,bfw_system,,$/ HR,1
DSP_BFW_TO_ETH,parameter,"if([ETH_Plant_Status]==0,0,[DSP_BFW_TO_ETH_raw])",,,,bfw_system,,MT/ HR,1
DSP_BFW_TO_ETH_raw,raw_pi_input,,,,,bfw_system,,%,1
Deaerator_A_LPS,decision_variable,,0.0,100.0,0,system,,MT/ HR,0
Deaerator_A_LPS_Vent,decision_variable,([Deaerator_A_LPS]*0.02),0.0,5.0,0,system,,MT/ HR,0
Deaerator_B_LPS,decision_variable,,0.0,100.0,0,system,,MT/ HR,0
Deaerator_B_LPS_Vent,decision_variable,([Deaerator_B_LPS]*0.02),0.0,5.0,0,system,,MW,0
Deaerator_LPS,decision_variable,[Whatif_running]*0.055*[Total_BFW_Consumption] + (1-[Whatif_running])*[Deaerator_LPS],"if([Whatif_running]==0,0,0)","if([Whatif_running]==0,200,200)",0,system,,MT/ HR,1
Drying_Column_Critical_Tray_EG1,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
Drying_Column_Critical_Tray_EG1_peeo,unresolved,,,,,eoeg_plant,,,
Drying_Column_Critical_Tray_EG2,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
Drying_Column_Critical_Tray_EG2_peeo,unresolved,,,,,eoeg_plant,,,
EG1_CLEAN_COND_TO_U_O,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EG1_DEG_production_flow,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_EOE,parameter,"(max(0,[EG1_MEG_production_flow]*0.71)+max(0,[EG1_DEG_production_flow]*0.83)+max(0,([EG1_TEG_production_flow]/1000*0.88))+max(0,([EG1_HEG_production_flow]/1000*0.91)))",,,,eoeg_plant,,$/ GJ,1
EG1_HEG_production_flow,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_LP_to_C_2220,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_LP_to_C_2220_Adjusted,parameter,"if(missing([EG1_LP_to_C_2220_peeo]) || missing([opportunity_energy_eg1_co2])||missing([Process_flow_of_C_2220_E_2220_peeo])|| [opportunity_energy_eg1_co2]==[opportunity_threshold] || [Process_flow_of_C_2220_E_2220]==0,[EG1_LP_to_C_2220],if(([EG1_LP_to_C_2220]/[Process_flow_of_C_2220_E_2220])<([EG1_LP_to_C_2220_peeo]/[Process_flow_of_C_2220_E_2220_peeo]),[EG1_LP_to_C_2220],max([EG1_LP_to_C_2220]-2,min([EG1_LP_to_C_2220],([Process_flow_of_C_2220_E_2220]*[EG1_LP_to_C_2220_peeo]/[Process_flow_of_C_2220_E_2220_peeo])))))",,,,eoeg_plant,,-,1
EG1_LP_to_C_2220_peeo,unresolved,,,,,eoeg_plant,,,
EG1_LP_to_C_2310,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_LP_to_C_2310_Adjusted,parameter,"if(missing([EG1_LP_to_C_2310_peeo]) || missing([opportunity_energy_eg1_eg])||missing([Process_flow_of_C_2310_E_2310_peeo])|| [opportunity_energy_eg1_eg]==[opportunity_threshold] || [Process_flow_of_C_2310_E_2310]==0,[EG1_LP_to_C_2310],if(([EG1_LP_to_C_2310]/[Process_flow_of_C_2310_E_2310])<([EG1_LP_to_C_2310_peeo]/[Process_flow_of_C_2310_E_2310_peeo]),[EG1_LP_to_C_2310],max([EG1_LP_to_C_2310]-2,min([EG1_LP_to_C_2310],([Process_flow_of_C_2310_E_2310]*[EG1_LP_to_C_2310_peeo]/[Process_flow_of_C_2310_E_2310_peeo])))))",,,,eoeg_plant,,-,1
EG1_LP_to_C_2310_peeo,unresolved,,,,,eoeg_plant,,,
EG1_LP_to_E_2220,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_LP_to_E_2220_Adjusted,parameter,"if(missing([EG1_LP_to_E_2220_peeo]) || missing([opportunity_energy_eg1_co2])||missing([Process_flow_of_C_2220_E_2220_peeo])|| [opportunity_energy_eg1_co2]==[opportunity_threshold] || [Process_flow_of_C_2220_E_2220]==0,[EG1_LP_to_E_2220],if(([EG1_LP_to_E_2220]/[Process_flow_of_C_2220_E_2220])<([EG1_LP_to_E_2220_peeo]/[Process_flow_of_C_2220_E_2220_peeo]),[EG1_LP_to_E_2220],max([EG1_LP_to_E_2220]-2,min([EG1_LP_to_E_2220],([Process_flow_of_C_2220_E_2220]*[EG1_LP_to_E_2220_peeo]/[Process_flow_of_C_2220_E_2220_peeo])))))",,,,eoeg_plant,,-,1
EG1_LP_to_E_2220_peeo,unresolved,,,,,eoeg_plant,,,
EG1_LP_to_E_2310,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EG1_LP_to_E_2310_Adjusted,parameter,"if(missing([EG1_LP_to_E_2310_peeo]) || missing([opportunity_energy_eg1_eg])||missing([Process_flow_of_C_2310_E_2310_peeo])|| [opportunity_energy_eg1_eg]==[opportunity_threshold] || [Process_flow_of_C_2310_E_2310]==0,[EG1_LP_to_E_2310],if(([EG1_LP_to_E_2310]/[Process_flow_of_C_2310_E_2310])<([EG1_LP_to_E_2310_peeo]/[Process_flow_of_C_2310_E_2310_peeo]),[EG1_LP_to_E_2310],max([EG1_LP_to_E_2310]-2,min([EG1_LP_to_E_2310],([Process_flow_of_C_2310_E_2310]*[EG1_LP_to_E_2310_peeo]/[Process_flow_of_C_2310_E_2310_peeo])))))",,,,eoeg_plant,,-,1
EG1_LP_to_E_2310_peeo,unresolved,,,,,eoeg_plant,,,
EG1_LP_to_E_2523,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_LP_to_E_2523_Adjusted,parameter,"if(missing([EG1_LP_to_E_2523_peeo]) || missing([opportunity_energy_eg1_eg])||missing([Process_flow_of_E_2523_peeo])|| [opportunity_energy_eg1_eg]==[opportunity_threshold] || [Process_flow_of_E_2523]==0,[EG1_LP_to_E_2523],if(([EG1_LP_to_E_2523]/[Process_flow_of_E_2523])<([EG1_LP_to_E_2523_peeo]/[Process_flow_of_E_2523_peeo]),[EG1_LP_to_E_2523],max([EG1_LP_to_E_2523]-2,min([EG1_LP_to_E_2523],([Process_flow_of_E_2523]*[EG1_LP_to_E_2523_peeo]/[Process_flow_of_E_2523_peeo])))))",,,,eoeg_plant,,-,1
EG1_LP_to_E_2523_peeo,unresolved,,,,,eoeg_plant,,,
EG1_MEG_production_flow,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_MP_to_E_2531,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_MP_to_E_2531_Adjusted,parameter,"if(missing([EG1_MP_to_E_2531_peeo]) || missing([opportunity_energy_eg1_eg])||missing([Process_flow_of_E_2531])|| [opportunity_energy_eg1_eg]==[opportunity_threshold] ||[Process_flow_of_E_2531]==0,[EG1_MP_to_E_2531],if(([EG1_MP_to_E_2531]/[Process_flow_of_E_2531])<([EG1_MP_to_E_2531_peeo]/[Process_flow_of_E_2531_peeo]),[EG1_MP_to_E_2531],max([EG1_MP_to_E_2531]-2,min([EG1_MP_to_E_2531],([Process_flow_of_E_2531]*[EG1_MP_to_E_2531_peeo]/[Process_flow_of_E_2531_peeo])))))",,,,eoeg_plant,,-,1
EG1_MP_to_E_2531_peeo,unresolved,,,,,eoeg_plant,,,
EG1_MP_to_E_2610,raw_pi_input,,,,,eoeg_plant,,%,1
EG1_MP_to_E_2610_Adjusted,parameter,"if([Drying_Column_Critical_Tray_EG1]-[Drying_Column_Critical_Tray_EG1_peeo]>2&&[Drying_Column_Critical_Tray_EG1]-[Drying_Column_Critical_Tray_EG1_peeo]<5,[EG1_MP_to_E_2610]-0.5,[EG1_MP_to_E_2610])",,,,eoeg_plant,,-,1
EG1_MP_to_E_2620,raw_pi_input,,,,,eoeg_plant,,%,1
EG1_MP_to_E_2620_Adjusted,parameter,"if([MEG_Column_Critical_Tray_EG1]-[MEG_Column_Critical_Tray_EG1_peeo]>2&&[MEG_Column_Critical_Tray_EG1]-[MEG_Column_Critical_Tray_EG1_peeo]<5,[EG1_MP_to_E_2620]-0.5,[EG1_MP_to_E_2620])",,,,eoeg_plant,,-,1
EG1_TEG_production_flow,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EG1_suspect_COND_TO_U_O,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG1_suspect_COND_TO_U_O_corrected,parameter,"if([EOEG1_Plant_Status]==0,0,[EG1_suspect_COND_TO_U_O]*[Polished_Condenstae_to_Deaerator]/([ETH_suspect_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O]+[EG2_suspect_COND_TO_U_O]+[EG3_suspect_COND_TO_U_O]))",,,,eoeg_plant,,°C,1
EG2_CLEAN_COND_TO_U_O,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG2_EOE,raw_pi_input,,,,,eoeg_plant,,$/ M3,1
EG2_LP_to_C_4220,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EG2_LP_to_C_4220_Adjusted,parameter,"if(missing([EG2_LP_to_C_4220_peeo]) || missing([opportunity_energy_eg2_co2])||missing([Process_flow_of_C_4220_E_4220_peeo])|| [opportunity_energy_eg2_co2]==[opportunity_threshold] || [Process_flow_of_C_4220_E_4220]==0,[EG2_LP_to_C_4220],if(([EG2_LP_to_C_4220]/[Process_flow_of_C_4220_E_4220])<([EG2_LP_to_C_4220_peeo]/[Process_flow_of_C_4220_E_4220_peeo]),[EG2_LP_to_C_4220],max([EG2_LP_to_C_4220]-2,min([EG2_LP_to_C_4220],([Process_flow_of_C_4220_E_4220]*[EG2_LP_to_C_4220_peeo]/[Process_flow_of_C_4220_E_4220_peeo])))))",,,,eoeg_plant,,-,1
EG2_LP_to_C_4220_peeo,unresolved,,,,,eoeg_plant,,,
EG2_LP_to_C_4310,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG2_LP_to_C_4310_Adjusted,parameter,"if(missing([EG2_LP_to_C_4310_peeo]) || missing([opportunity_energy_eg2_eg])||missing([Process_flow_of_C_4310_E_4310])|| [opportunity_energy_eg2_eg]==[opportunity_threshold] || [Process_flow_of_C_4310_E_4310]==0,[EG2_LP_to_C_4310],if(([EG2_LP_to_C_4310]/[Process_flow_of_C_4310_E_4310])<([EG2_LP_to_C_4310_peeo]/[Process_flow_of_C_4310_E_4310_peeo]),[EG2_LP_to_C_4310],max([EG2_LP_to_C_4310]-2,min([EG2_LP_to_C_4310],([Process_flow_of_C_4310_E_4310]*[EG2_LP_to_C_4310_peeo]/[Process_flow_of_C_4310_E_4310_peeo])))))",,,,eoeg_plant,,-,1
EG2_LP_to_C_4310_peeo,unresolved,,,,,eoeg_plant,,,
EG2_LP_to_E_4220,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EG2_LP_to_E_4220_Adjusted,parameter,"if(missing([EG2_LP_to_E_4220_peeo]) || missing([opportunity_energy_eg2_co2])||missing([Process_flow_of_C_4220_E_4220_peeo])|| [opportunity_energy_eg2_co2]==[opportunity_threshold] || [Process_flow_of_C_4220_E_4220]==0,[EG2_LP_to_E_4220],if(([EG2_LP_to_E_4220]/[Process_flow_of_C_4220_E_4220])<([EG2_LP_to_E_4220_peeo]/[Process_flow_of_C_4220_E_4220_peeo]),[EG2_LP_to_E_4220],max([EG2_LP_to_E_4220]-2,min([EG2_LP_to_E_4220],([Process_flow_of_C_4220_E_4220]*[EG2_LP_to_E_4220_peeo]/[Process_flow_of_C_4220_E_4220_peeo])))))",,,,eoeg_plant,,-,1
EG2_LP_to_E_4220_peeo,unresolved,,,,,eoeg_plant,,,
EG2_LP_to_E_4310,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EG2_LP_to_E_4310_Adjusted,parameter,"if(missing([EG2_LP_to_E_4310_peeo]) || missing([opportunity_energy_eg2_eg])||missing([Process_flow_of_C_4310_E_4310_peeo])|| [opportunity_energy_eg2_eg]==[opportunity_threshold] || [Process_flow_of_C_4310_E_4310]==0,[EG2_LP_to_E_4310],if(([EG2_LP_to_E_4310]/[Process_flow_of_C_4310_E_4310])<([EG2_LP_to_E_4310_peeo]/[Process_flow_of_C_4310_E_4310_peeo]),[EG2_LP_to_E_4310],max([EG2_LP_to_E_4310]-2,min([EG2_LP_to_E_4310],([Process_flow_of_C_4310_E_4310]*[EG2_LP_to_E_4310_peeo]/[Process_flow_of_C_4310_E_4310_peeo])))))",,,,eoeg_plant,,-,1
EG2_LP_to_E_4310_peeo,unresolved,,,,,eoeg_plant,,,
EG2_LP_to_E_4523,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG2_LP_to_E_4523_Adjusted,parameter,"if(missing([EG2_LP_to_E_4523_peeo]) || missing([opportunity_energy_eg2_eg])||missing([Process_flow_of_E_4523_peeo])|| [opportunity_energy_eg2_eg]==[opportunity_threshold] || [Process_flow_of_E_4523]==0,[EG2_LP_to_E_4523],if(([EG2_LP_to_E_4523]/[Process_flow_of_E_4523])<([EG2_LP_to_E_4523_peeo]/[Process_flow_of_E_4523_peeo]),[EG2_LP_to_E_4523],max([EG2_LP_to_E_4523]-2,min([EG2_LP_to_E_4523],([Process_flow_of_E_4523]*[EG2_LP_to_E_4523_peeo]/[Process_flow_of_E_4523_peeo])))))",,,,eoeg_plant,,-,1
EG2_LP_to_E_4523_peeo,unresolved,,,,,eoeg_plant,,,
EG2_MP_to_E_4531,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG2_MP_to_E_4531_Adjusted,parameter,"if(missing([EG2_MP_to_E_4531_peeo]) || missing([opportunity_energy_eg2_eg])||missing([Process_flow_of_E_4531_peeo])|| [opportunity_energy_eg2_eg]==[opportunity_threshold] || [Process_flow_of_E_4531]==0,[EG2_MP_to_E_4531],if(([EG2_MP_to_E_4531]/[Process_flow_of_E_4531])<([EG2_MP_to_E_4531_peeo]/[Process_flow_of_E_4531_peeo]),[EG2_MP_to_E_4531],max([EG2_MP_to_E_4531]-2,min([EG2_MP_to_E_4531],([Process_flow_of_E_4531]*[EG2_MP_to_E_4531_peeo]/[Process_flow_of_E_4531_peeo])))))",,,,eoeg_plant,,-,1
EG2_MP_to_E_4531_peeo,unresolved,,,,,eoeg_plant,,,
EG2_MP_to_E_4610,raw_pi_input,,,,,eoeg_plant,,%,1
EG2_MP_to_E_4610_Adjusted,parameter,"if([Drying_Column_Critical_Tray_EG2]-[Drying_Column_Critical_Tray_EG2_peeo]>2&&[Drying_Column_Critical_Tray_EG2]-[Drying_Column_Critical_Tray_EG2_peeo]<5,[EG2_MP_to_E_4610]-0.5,[EG2_MP_to_E_4610])",,,,eoeg_plant,,-,1
EG2_MP_to_E_4620,raw_pi_input,,,,,eoeg_plant,,%,1
EG2_MP_to_E_4620_Adjusted,parameter,"if([MEG_Column_Critical_Tray_EG2]-[MEG_Column_Critical_Tray_EG2_peeo]>2&&[MEG_Column_Critical_Tray_EG2]-[MEG_Column_Critical_Tray_EG2_peeo]<5,[EG2_MP_to_E_4620]-0.5,[EG2_MP_to_E_4620])",,,,eoeg_plant,,-,1
EG2_suspect_COND_TO_U_O,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG2_suspect_COND_TO_U_O_corrected,parameter,"if([EOEG2_Plant_Status]==0,0,[EG2_suspect_COND_TO_U_O]*[Polished_Condenstae_to_Deaerator]/([ETH_suspect_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O]+[EG2_suspect_COND_TO_U_O]+[EG3_suspect_COND_TO_U_O]))",,,,eoeg_plant,,-,1
EG3_CLEAN_COND_TO_U_O,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG3_LP_to_C_6220,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EG3_LP_to_C_6220_Adjusted,parameter,"if(missing([EG3_LP_to_C_6220_peeo]) || missing([opportunity_energy_eg3_co2])||missing([Process_flow_of_E_6220_peeo])|| [opportunity_energy_eg3_co2]==[opportunity_threshold] || [Process_flow_of_E_6220]==0,[EG3_LP_to_C_6220],if(([EG3_LP_to_C_6220]/[Process_flow_of_E_6220])<([EG3_LP_to_C_6220_peeo]/[Process_flow_of_E_6220_peeo]),[EG3_LP_to_C_6220],max([EG3_LP_to_C_6220]-2,min([EG3_LP_to_C_6220],([Process_flow_of_E_6220]*[EG3_LP_to_C_6220_peeo]/[Process_flow_of_E_6220_peeo])))))",,,,eoeg_plant,,GJ/ HR,1
EG3_LP_to_C_6220_peeo,unresolved,,,,,eoeg_plant,,,
EG3_LP_to_E_6220,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG3_LP_to_E_6220_Adjusted,parameter,"if(missing([EG3_LP_to_E_6220_peeo]) || missing([opportunity_energy_eg3_co2])||missing([Process_flow_of_E_6220_peeo])|| [opportunity_energy_eg3_co2]==[opportunity_threshold] || [Process_flow_of_E_6220]==0,[EG3_LP_to_E_6220],if(([EG3_LP_to_E_6220]/[Process_flow_of_E_6220])<([EG3_LP_to_E_6220_peeo]/[Process_flow_of_E_6220_peeo]),[EG3_LP_to_E_6220],max([EG3_LP_to_E_6220]-2,min([EG3_LP_to_E_6220],([Process_flow_of_E_6220]*[EG3_LP_to_E_6220_peeo]/[Process_flow_of_E_6220_peeo])))))",,,,eoeg_plant,,GJ/ HR,1
EG3_LP_to_E_6220_peeo,unresolved,,,,,eoeg_plant,,,
EG3_LP_to_E_6523,raw_pi_input,,,,,eoeg_plant,,MT/ HR,1
EG3_LP_to_E_6523_Adjusted,parameter,"if(missing([opportunity_energy_eg3_co2]) || [opportunity_energy_eg3_co2]==[opportunity_threshold],[EG3_LP_to_E_6523],min([EG3_LP_to_E_6523],[EG3_LP_to_E_6523_peeo]))",,,,eoeg_plant,,MWH,1
EG3_LP_to_E_6523_peeo,unresolved,,,,,eoeg_plant,,,
EG3_MP_to_E_6531,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EG3_MP_to_E_6531_Adjusted,parameter,"if(missing([EG3_MP_to_E_6531_peeo]) || missing([opportunity_energy_eg3_eg])||missing([Process_flow_of_E_6531_peeo])|| [opportunity_energy_eg3_eg]==[opportunity_threshold] || [Process_flow_of_E_4531]==0,[EG3_MP_to_E_6531],if(([EG3_MP_to_E_6531]/[Process_flow_of_E_6531])<([EG3_MP_to_E_6531_peeo]/[Process_flow_of_E_6531_peeo]),[EG3_MP_to_E_6531],max([EG3_MP_to_E_6531]-2,min([EG3_MP_to_E_6531],([Process_flow_of_E_6531]*[EG3_MP_to_E_6531_peeo]/[Process_flow_of_E_6531_peeo])))))",,,,eoeg_plant,,-,1
EG3_MP_to_E_6531_peeo,unresolved,,,,,eoeg_plant,,,
EG3_MP_to_E_6620,raw_pi_input,,,,,eoeg_plant,,%,1
EG3_MP_to_E_6620_Adjusted,parameter,"if([MEG_Column_Critical_Tray_EG3]-[MEG_Column_Critical_Tray_EG3_peeo]>2&&[MEG_Column_Critical_Tray_EG3]-[MEG_Column_Critical_Tray_EG3_peeo]<5,[EG3_MP_to_E_6620]-0.5,[EG3_MP_to_E_6620])",,,,eoeg_plant,,-,1
EG3_suspect_COND_TO_U_O,parameter,"if([EOEG3_Plant_Status]==0,0,[EG3_suspect_COND_TO_U_O_raw])",,,,eoeg_plant,,MT/ HR,1
EG3_suspect_COND_TO_U_O_corrected,parameter,"if([EOEG3_Plant_Status]==0,0,[EG3_suspect_COND_TO_U_O]*[Polished_Condenstae_to_Deaerator]/([ETH_suspect_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O]+[EG2_suspect_COND_TO_U_O]+[EG3_suspect_COND_TO_U_O]))",,,,eoeg_plant,,-,1
EG3_suspect_COND_TO_U_O_raw,raw_pi_input,,,,,eoeg_plant,,$/ HR,1
EOEG1_Plant_Status,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EOEG2_Plant_Status,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EOEG3_Plant_Status,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EOEG_1_HPS_Demand,parameter,"if([EOEG1_Plant_Status]==0,0,if([EOEG_1_HPS_Demand_raw]<5,0,[EOEG_1_HPS_Demand_raw]))",,,,eoeg_plant,,°C,1
EOEG_1_HPS_Demand_raw,raw_pi_input,,,,,eoeg_plant,,$/ HR,1
EOEG_1_LPS_Demand,post_optimizer,"if([EOEG1_Plant_Status]==0,0,if(([EOEG_1_LPS_Demand]-[EOEG_1_LPS_Demand_delta])<0,0,([EOEG_1_LPS_Demand]-[EOEG_1_LPS_Demand_delta])))",,,,eoeg_plant,,MT/ HR,1
EOEG_1_LPS_Demand_delta,parameter,"if(missing(abs((min([EG1_LP_to_C_2220]+[EG1_LP_to_E_2220],[EG1_LP_to_C_2220_Adjusted]+[EG1_LP_to_E_2220_Adjusted])+min([EG1_LP_to_C_2310]+[EG1_LP_to_E_2310],[EG1_LP_to_C_2310_Adjusted]+[EG1_LP_to_E_2310_Adjusted])+[EG1_LP_to_E_2523_Adjusted])-([EG1_LP_to_E_2220]+[EG1_LP_to_C_2220]+[EG1_LP_to_C_2310]+[EG1_LP_to_E_2310]+[EG1_LP_to_E_2523]))),0,abs((min([EG1_LP_to_C_2220]+[EG1_LP_to_E_2220],[EG1_LP_to_C_2220_Adjusted]+[EG1_LP_to_E_2220_Adjusted])+min([EG1_LP_to_C_2310]+[EG1_LP_to_E_2310],[EG1_LP_to_C_2310_Adjusted]+[EG1_LP_to_E_2310_Adjusted])+[EG1_LP_to_E_2523_Adjusted])-([EG1_LP_to_E_2220]+[EG1_LP_to_C_2220]+[EG1_LP_to_C_2310]+[EG1_LP_to_E_2310]+[EG1_LP_to_E_2523])))",,,,eoeg_plant,,-,1
EOEG_1_MPS_Demand,post_optimizer,"if([EOEG1_Plant_Status]==0,0,if(([EOEG_1_MPS_Demand]-[EOEG_1_MPS_Demand_delta])<0,0,([EOEG_1_MPS_Demand]-[EOEG_1_MPS_Demand_delta])))",,,,eoeg_plant,,MT/ HR,1
EOEG_1_MPS_Demand_delta,parameter,"if(missing(abs(([EG1_MP_to_E_2531_Adjusted]+[EG1_MP_to_E_2610_Adjusted]+[EG1_MP_to_E_2620_Adjusted])-([EG1_MP_to_E_2531]+[EG1_MP_to_E_2610]+[EG1_MP_to_E_2620]))),0,abs(([EG1_MP_to_E_2531_Adjusted]+[EG1_MP_to_E_2610_Adjusted]+[EG1_MP_to_E_2620_Adjusted])-([EG1_MP_to_E_2531]+[EG1_MP_to_E_2610]+[EG1_MP_to_E_2620])))",,,,eoeg_plant,,-,1
EOEG_1_Power_Consumption,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EOEG_2_HPS_Demand,parameter,"if([EOEG2_Plant_Status]==0,0,if([EOEG_2_HPS_Demand_raw]<5,0,[EOEG_2_HPS_Demand_raw]))",,,,eoeg_plant,,MT/ HR,1
EOEG_2_HPS_Demand_raw,raw_pi_input,,,,,eoeg_plant,,$/ HR,1
EOEG_2_LPS_Demand,post_optimizer,"if([EOEG2_Plant_Status]==0,0,if(([EOEG_2_LPS_Demand]-[EOEG_2_LPS_Demand_delta])<0,0,([EOEG_2_LPS_Demand]-[EOEG_2_LPS_Demand_delta])))",,,,eoeg_plant,,MT/ HR,1
EOEG_2_LPS_Demand_delta,parameter,"if(missing(abs((min([EG2_LP_to_C_4220]+[EG2_LP_to_E_4220],[EG2_LP_to_C_4220_Adjusted]+[EG2_LP_to_E_4220_Adjusted])+min([EG2_LP_to_C_4310]+[EG2_LP_to_E_4310],[EG2_LP_to_C_4310_Adjusted]+[EG2_LP_to_E_4310_Adjusted])+[EG2_LP_to_E_4523_Adjusted])-([EG2_LP_to_E_4220]+[EG2_LP_to_C_4220]+[EG2_LP_to_C_4310]+[EG2_LP_to_E_4310]+[EG2_LP_to_E_4523]))),0,abs((min([EG2_LP_to_C_4220]+[EG2_LP_to_E_4220],[EG2_LP_to_C_4220_Adjusted]+[EG2_LP_to_E_4220_Adjusted])+min([EG2_LP_to_C_4310]+[EG2_LP_to_E_4310],[EG2_LP_to_C_4310_Adjusted]+[EG2_LP_to_E_4310_Adjusted])+[EG2_LP_to_E_4523_Adjusted])-([EG2_LP_to_E_4220]+[EG2_LP_to_C_4220]+[EG2_LP_to_C_4310]+[EG2_LP_to_E_4310]+[EG2_LP_to_E_4523])))",,,,eoeg_plant,,-,1
EOEG_2_MPS_Demand,post_optimizer,"if([EOEG2_Plant_Status]==0,0,if(([EOEG_2_MPS_Demand]-[EOEG_2_MPS_Demand_delta])<0,0,([EOEG_2_MPS_Demand]-[EOEG_2_MPS_Demand_delta])))",,,,eoeg_plant,,MT/ HR,1
EOEG_2_MPS_Demand_delta,parameter,"if(missing(abs(([EG2_MP_to_E_4610_Adjusted]+[EG2_MP_to_E_4620_Adjusted]+[EG2_MP_to_E_4531_Adjusted])-([EG2_MP_to_E_4610]+[EG2_MP_to_E_4620]+[EG2_MP_to_E_4531]))),0,abs(([EG2_MP_to_E_4610_Adjusted]+[EG2_MP_to_E_4620_Adjusted]+[EG2_MP_to_E_4531_Adjusted])-([EG2_MP_to_E_4610]+[EG2_MP_to_E_4620]+[EG2_MP_to_E_4531])))",,,,eoeg_plant,,-,1
EOEG_2_Power_Consumption,raw_pi_input,,,,,eoeg_plant,,KG/ HR,1
EOEG_3_HPS_Demand,parameter,"if([EOEG3_Plant_Status]==0,0,if([EOEG_3_HPS_Demand_raw]<5,0,[EOEG_3_HPS_Demand_raw]))",,,,eoeg_plant,,MT/ HR,1
EOEG_3_HPS_Demand_raw,raw_pi_input,,,,,eoeg_plant,,$/ HR,1
EOEG_3_LPS_Demand,post_optimizer,"if([EOEG3_Plant_Status]==0,0,if(([EOEG_3_LPS_Demand]-[EOEG_3_LPS_Demand_delta])<0,0,([EOEG_3_LPS_Demand]-[EOEG_3_LPS_Demand_delta])))",,,,eoeg_plant,,MT/ HR,1
