inferred_tag,formula,ref_count,refs,boiler_related,min_depth_from_minlp_target
MP_Steam_Consumption,([EOEG_1_MPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_3_MPS_Demand])+([DMW_Turbine_A_Steam_raw]+[DMW_Turbine_C_Steam_raw])/1000+[MP_to_LP_Letdown_MPS_Flow_In_PV013A_UO]+[MP_to_LP_Letdown_MPS_Flow_In_PV013B_UO]+[MP_to_LP_Letdown_LPS_Flow_Out_PV31_UO]+[MP_to_LP_Letdown_LPS_Flow_Out_PV32_UO],9,DMW_Turbine_A_Steam_raw; DMW_Turbine_C_Steam_raw; EOEG_1_MPS_Demand; EOEG_2_MPS_Demand; EOEG_3_MPS_Demand; MP_to_LP_Letdown_LPS_Flow_Out_PV31_UO; MP_to_LP_Letdown_LPS_Flow_Out_PV32_UO; MP_to_LP_Letdown_MPS_Flow_In_PV013A_UO; MP_to_LP_Letdown_MPS_Flow_In_PV013B_UO,False,1
MP_to_LP_Letdown_LPS_Flow_Out_PV013A_UO,(0.0039*([MP_to_LP_Letdown_Valve_Opening_PV013A_UO])^2+0.047*([MP_to_LP_Letdown_Valve_Opening_PV013A_UO])),1,MP_to_LP_Letdown_Valve_Opening_PV013A_UO,False,1
MP_to_LP_Letdown_LPS_Flow_Out_PV013B_UO,(0.0039*([MP_to_LP_Letdown_Valve_Opening_PV013B_UO])^2+0.047*([MP_to_LP_Letdown_Valve_Opening_PV013B_UO])),1,MP_to_LP_Letdown_Valve_Opening_PV013B_UO,False,1
MP_to_LP_Letdown_LPS_Flow_Out_PV31_UO,0.677*([MP_to_LP_Letdown_Valve_Opening_PV31_UO]),1,MP_to_LP_Letdown_Valve_Opening_PV31_UO,False,1
MP_to_LP_Letdown_LPS_Flow_Out_PV32_UO,0.677*([MP_to_LP_Letdown_Valve_Opening_PV32_UO]),1,MP_to_LP_Letdown_Valve_Opening_PV32_UO,False,1
Return_Condensate,([ETH_CLEAN_COND_TO_U_O]+[ETH_suspect_COND_TO_U_O_corrected])*[Condensate_Recovery_Ratio_ETH]+[EG1_CLEAN_COND_TO_U_O]+[EG2_CLEAN_COND_TO_U_O]+[EG3_CLEAN_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O_corrected]+[EG2_suspect_COND_TO_U_O_corrected]+[EG3_suspect_COND_TO_U_O_corrected],9,Condensate_Recovery_Ratio_ETH; EG1_CLEAN_COND_TO_U_O; EG1_suspect_COND_TO_U_O_corrected; EG2_CLEAN_COND_TO_U_O; EG2_suspect_COND_TO_U_O_corrected; EG3_CLEAN_COND_TO_U_O; EG3_suspect_COND_TO_U_O_corrected; ETH_CLEAN_COND_TO_U_O; ETH_suspect_COND_TO_U_O_corrected,False,1
Voltage_LP,4000,0,,False,1
power_factor,0.9,0,,False,1
Air_Compressor_Turbine_A_Steam,"if([Air_Compressor_Turbine_A_Steam_raw]<100,0,[Air_Compressor_Turbine_A_Steam_raw]/1000)",1,Air_Compressor_Turbine_A_Steam_raw,False,2
Air_Compressor_Turbine_D_Steam,"if([Air_Compressor_Turbine_D_Steam_raw]<100,0,[Air_Compressor_Turbine_D_Steam_raw]/1000)",1,Air_Compressor_Turbine_D_Steam_raw,False,2
Boiler_CBD,([BOILER_A_CBD]+[BOILER_B_CBD]+[BOILER_C_CBD]+[BOILER_D_CBD]+[BOILER_E_CBD])/1000,5,BOILER_A_CBD; BOILER_B_CBD; BOILER_C_CBD; BOILER_D_CBD; BOILER_E_CBD,False,2
Condensate_Recovery_Ratio_ETH,"if([ETH_Plant_Status]==0,0,min(0.8,([ETH_CLEAN_COND_TO_U_O]+[ETH_suspect_COND_TO_U_O_corrected])/([ETH_HPS_Demand]+[ETH_LPS_Demand]+[VHP_BFW_to_ETH]+[DSP_BFW_TO_ETH])))",7,DSP_BFW_TO_ETH; ETH_CLEAN_COND_TO_U_O; ETH_HPS_Demand; ETH_LPS_Demand; ETH_Plant_Status; ETH_suspect_COND_TO_U_O_corrected; VHP_BFW_to_ETH,False,2
Condensate_from_Traps,5,0,,False,2
DMW_Turbine_A_Steam,"if([DMW_Turbine_A_Steam_raw]<100,0,[DMW_Turbine_A_Steam_raw]/1000)",1,DMW_Turbine_A_Steam_raw,False,2
DMW_Turbine_C_Steam,"if([DMW_Turbine_C_Steam_raw]<100,0,[DMW_Turbine_C_Steam_raw]/1000)",1,DMW_Turbine_C_Steam_raw,False,2
EG1_CLEAN_COND_TO_U_O,"if([EOEG1_Plant_Status]==0,0,[EG1_CLEAN_COND_TO_U_O_raw])",2,EG1_CLEAN_COND_TO_U_O_raw; EOEG1_Plant_Status,False,2
EG1_suspect_COND_TO_U_O_corrected,"if([EOEG1_Plant_Status]==0,0,[EG1_suspect_COND_TO_U_O]*[Polished_Condenstae_to_Deaerator]/([ETH_suspect_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O]+[EG2_suspect_COND_TO_U_O]+[EG3_suspect_COND_TO_U_O]))",6,EG1_suspect_COND_TO_U_O; EG2_suspect_COND_TO_U_O; EG3_suspect_COND_TO_U_O; EOEG1_Plant_Status; ETH_suspect_COND_TO_U_O; Polished_Condenstae_to_Deaerator,False,2
EG2_CLEAN_COND_TO_U_O,"if([EOEG2_Plant_Status]==0,0,[EG2_CLEAN_COND_TO_U_O_raw])",2,EG2_CLEAN_COND_TO_U_O_raw; EOEG2_Plant_Status,False,2
EG2_suspect_COND_TO_U_O_corrected,"if([EOEG2_Plant_Status]==0,0,[EG2_suspect_COND_TO_U_O]*[Polished_Condenstae_to_Deaerator]/([ETH_suspect_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O]+[EG2_suspect_COND_TO_U_O]+[EG3_suspect_COND_TO_U_O]))",6,EG1_suspect_COND_TO_U_O; EG2_suspect_COND_TO_U_O; EG3_suspect_COND_TO_U_O; EOEG2_Plant_Status; ETH_suspect_COND_TO_U_O; Polished_Condenstae_to_Deaerator,False,2
EG3_CLEAN_COND_TO_U_O,"if([EOEG3_Plant_Status]==0,0,[EG3_CLEAN_COND_TO_U_O_raw])",2,EG3_CLEAN_COND_TO_U_O_raw; EOEG3_Plant_Status,False,2
EG3_suspect_COND_TO_U_O_corrected,"if([EOEG3_Plant_Status]==0,0,[EG3_suspect_COND_TO_U_O]*[Polished_Condenstae_to_Deaerator]/([ETH_suspect_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O]+[EG2_suspect_COND_TO_U_O]+[EG3_suspect_COND_TO_U_O]))",6,EG1_suspect_COND_TO_U_O; EG2_suspect_COND_TO_U_O; EG3_suspect_COND_TO_U_O; EOEG3_Plant_Status; ETH_suspect_COND_TO_U_O; Polished_Condenstae_to_Deaerator,False,2
EOEG1_Plant_Status,"if(if(missing([EG1_EOE]),0,[EG1_EOE])>30,1,0)",1,EG1_EOE,False,2
EOEG2_Plant_Status,"if(if(missing([EG2_EOE]),0,[EG2_EOE])>30,1,0)",1,EG2_EOE,False,2
EOEG3_Plant_Status,"if(if(missing([EG3_EOE]),0,[EG3_EOE])>30,1,0)",1,EG3_EOE,False,2
EOEG_1_MPS_Demand,"if([EOEG1_Plant_Status]==0,0,[EOEG_1_MPS_Demand_raw])",2,EOEG1_Plant_Status; EOEG_1_MPS_Demand_raw,False,2
EOEG_2_MPS_Demand,"if([EOEG2_Plant_Status]==0,0,[EOEG_2_MPS_Demand_raw])",2,EOEG2_Plant_Status; EOEG_2_MPS_Demand_raw,False,2
EOEG_3_MPS_Demand,"if([EOEG3_Plant_Status]==0,0,[EOEG_3_MPS_Demand_raw])",2,EOEG3_Plant_Status; EOEG_3_MPS_Demand_raw,False,2
ETH_CLEAN_COND_TO_U_O,"if([ETH_Plant_Status]==0,0,[ETH_CLEAN_COND_TO_U_O_raw])",2,ETH_CLEAN_COND_TO_U_O_raw; ETH_Plant_Status,False,2
ETH_suspect_COND_TO_U_O_corrected,"if([ETH_Plant_Status]==0,0,[ETH_suspect_COND_TO_U_O]*[Polished_Condenstae_to_Deaerator]/([ETH_suspect_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O]+[EG2_suspect_COND_TO_U_O]+[EG3_suspect_COND_TO_U_O]))",6,EG1_suspect_COND_TO_U_O; EG2_suspect_COND_TO_U_O; EG3_suspect_COND_TO_U_O; ETH_Plant_Status; ETH_suspect_COND_TO_U_O; Polished_Condenstae_to_Deaerator,False,2
Eth_HP_to_CGC_lube_oil_pump_turbine_flow,4,0,,False,2
Eth_HP_to_E_1103_flow,5.9,0,,False,2
Eth_HP_to_PT_1650_flow,4,0,,False,2
HP_Steam_Vent_Valve_PC7027_Steam_Flow_Out_ETH,2.059*([HP_Steam_Vent_Valve_PC7027_Opening_ETH]),1,HP_Steam_Vent_Valve_PC7027_Opening_ETH,False,2
HP_to_LP_Let_Down_Valve_HC7262_HP_Steam_flow_in_ETH,0.102*([HP_to_LP_Let_Down_Valve_Opening_HC7262_ETH]),1,HP_to_LP_Let_Down_Valve_Opening_HC7262_ETH,False,2
HP_to_LP_Let_Down_Valve_PC7026_LP_Steam_flow_out_ETH,1.401*([HP_to_LP_Let_Down_Valve_Opening_PC7026_ETH]),1,HP_to_LP_Let_Down_Valve_Opening_PC7026_ETH,False,2
LAO_Load,"if(missing([LAO_Load_raw]),0,[LAO_Load_raw])/1000",1,LAO_Load_raw,False,2
LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO,0.724*[LP_Steam_Dumping_Valve_PC0024A_Opening_UO],1,LP_Steam_Dumping_Valve_PC0024A_Opening_UO,False,2
MP_to_LP_Letdown_MPS_Flow_In_PV013A_UO,(0.0039*([MP_to_LP_Letdown_Valve_Opening_PV013A_UO])^2+0.047*([MP_to_LP_Letdown_Valve_Opening_PV013A_UO])),1,MP_to_LP_Letdown_Valve_Opening_PV013A_UO,False,2
MP_to_LP_Letdown_MPS_Flow_In_PV013B_UO,(0.0039*([MP_to_LP_Letdown_Valve_Opening_PV013B_UO])^2+0.047*([MP_to_LP_Letdown_Valve_Opening_PV013B_UO])),1,MP_to_LP_Letdown_Valve_Opening_PV013B_UO,False,2
Regeneration_Gas_Heater_Steam,"if([Regeneration_Gas_Heater_Level]>5,12.7,0)",1,Regeneration_Gas_Heater_Level,False,2
VHP_to_HP_Let_Down_Valve_PX7024A_HP_Steam_flow_out_ETH,5.33*([VHP_to_HP_Let_Down_Valve_Opening_PX7024A_ETH]),1,VHP_to_HP_Let_Down_Valve_Opening_PX7024A_ETH,False,2
VHP_to_HP_Let_Down_Valve_PX7024B_HP_Steam_flow_out_ETH,1.324*([VHP_to_HP_Let_Down_Valve_Opening_PX7024B_ETH]),1,VHP_to_HP_Let_Down_Valve_Opening_PX7024B_ETH,False,2
EG1_EOE,"(max(0,[EG1_MEG_production_flow]*0.71)+max(0,[EG1_DEG_production_flow]*0.83)+max(0,([EG1_TEG_production_flow]/1000*0.88))+max(0,([EG1_HEG_production_flow]/1000*0.91)))",4,EG1_DEG_production_flow; EG1_HEG_production_flow; EG1_MEG_production_flow; EG1_TEG_production_flow,False,3
EG1_suspect_COND_TO_U_O,"if([EOEG1_Plant_Status]==0,0,[EG1_suspect_COND_TO_U_O_raw])",2,EG1_suspect_COND_TO_U_O_raw; EOEG1_Plant_Status,False,3
EG2_EOE,"(max(0,[EG2_MEG_production_flow]*0.71)+max(0,[EG2_DEG_production_flow]*0.83)+max(0,([EG2_TEG_production_flow]/1000*0.88))+max(0,([EG2_HEG_production_flow]/1000*0.91)))",4,EG2_DEG_production_flow; EG2_HEG_production_flow; EG2_MEG_production_flow; EG2_TEG_production_flow,False,3
EG2_suspect_COND_TO_U_O,"if([EOEG2_Plant_Status]==0,0,[EG2_suspect_COND_TO_U_O_raw])",2,EG2_suspect_COND_TO_U_O_raw; EOEG2_Plant_Status,False,3
EG3_EOE,"(max(0,[EG3_MEG_production_flow]*0.71)+max(0,[EG3_DEG_production_flow]*0.83)+max(0,([EG3_TEG_production_flow]/1000*0.88))+max(0,([EG3_HEG_production_flow]/1000*0.91)))",4,EG3_DEG_production_flow; EG3_HEG_production_flow; EG3_MEG_production_flow; EG3_TEG_production_flow,False,3
EG3_suspect_COND_TO_U_O,"if([EOEG3_Plant_Status]==0,0,[EG3_suspect_COND_TO_U_O_raw])",2,EG3_suspect_COND_TO_U_O_raw; EOEG3_Plant_Status,False,3
ETH_LPS_Demand,"if([ETH_Plant_Status]==0,0,[ETH_LPS_Demand_raw])",2,ETH_LPS_Demand_raw; ETH_Plant_Status,False,3
ETH_suspect_COND_TO_U_O,"if([ETH_Plant_Status]==0,0,[ETH_suspect_COND_TO_U_O_raw])",2,ETH_Plant_Status; ETH_suspect_COND_TO_U_O_raw,False,3
